Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Genres,Artist,Song
0.596,0.274,7,-10.59,1,0.046,0.993,0.000145,0.0978,0.608,75.591,"traditional country, western swing, yodeling",Jimmie Rodgers,Waiting for a Train
0.59,0.875,9,-3.852,1,0.104,0.0104,0.0,0.183,0.663,127.997,"dance pop, latin pop, mexican pop",Enrique Iglesias,I Like How It Feels
0.288,0.312,5,-11.31,1,0.0332,0.777,2.28e-06,0.0865,0.204,113.983,"bolero, latin pop",Luis Miguel,Ayer
0.801,0.609,5,-11.569,0,0.0727,0.000785,0.11,0.0751,0.831,138.218,"dance-punk, experimental pop, no wave, post-punk",ESG,Dance
0.558,0.768,2,-9.997,1,0.0343,0.121,0.0626,0.124,0.429,81.909,"album rock, classic rock, permanent wave, rock",The Police,Every Little Thing She Does Is Magic
0.443,0.993,11,-4.517,0,0.101,0.000456,0.0437,0.307,0.276,106.875,"alternative metal, nu metal, rap metal, rock",Slipknot,Surfacing
0.84,0.762,6,-5.454,1,0.226,0.00736,3.77e-06,0.0615,0.946,99.987,"dance pop, pop, urban contemporary",Jennifer Lopez,Jenny From The Block
0.12,0.336,11,-8.298,0,0.0352,0.786,0.404,0.111,0.0679,72.64,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",Radiohead,Pyramid Song
0.323,0.149,11,-13.906,1,0.0339,0.898,4.2e-06,0.099,0.0788,105.033,"dance pop, pop",Madonna,don't cry for me argentina
0.544,0.897,3,-6.056,0,0.0471,0.241,0.0,0.13,0.647,157.17,"album rock, classic rock, mellow gold, new wave pop, singer-songwriter, soft rock, yacht rock",Kenny Loggins,Danger Zone
0.324,0.416,11,-8.92,0,0.0368,0.262,3.69e-05,0.11,0.151,113.986,"art pop, pop",Lana Del Rey,Young and Beautiful
0.572,0.835,0,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,"album rock, classic rock, hard rock, rock",Van Halen,Jump
0.73,0.769,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,"british soul, pop, pop soul, uk pop",Adele,Rolling in the Deep
0.701,0.966,8,-3.502,0,0.045,0.0723,0.0,0.329,0.961,136.026,"latin pop, puerto rican pop",Chayanne,Torero
0.381,0.901,2,-6.998,1,0.0422,0.00178,0.00115,0.329,0.595,87.472,"horror punk, new jersey hardcore, new jersey punk, punk",Misfits,Attitude
0.623,0.399,2,-10.883,0,0.029,0.123,0.000101,0.115,0.33,134.682,"alternative rock, indie rock, melancholia, singer-songwriter",Elliott Smith,Pictures of Me
0.505,0.843,0,-3.952,1,0.0372,0.142,7.34e-05,0.148,0.809,114.076,new wave pop,Tracey Ullman,They Don't Know
0.801,0.548,11,-5.482,0,0.0516,0.0854,0.000232,0.387,0.627,92.059,"rap rock, reggae fusion, ska mexicano, ska punk",Sublime,Badfish
0.701,0.964,4,-2.037,0,0.127,0.114,9.34e-06,0.153,0.484,113.058,"k-pop, k-pop girl group",Girls' Generation,Mr.Mr.
0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",Radiohead,Creep
0.782,0.906,2,-5.229,1,0.152,0.017,0.0503,0.293,0.697,120.064,"art pop, dance pop, pop",Lady Gaga,Beautiful Dirty Rich
0.811,0.458,5,-9.688,0,0.0402,0.0193,1.41e-06,0.0526,0.797,92.94,"atl hip hop, contemporary r&b, dance pop, girl group, hip pop, r&b, urban contemporary",TLC,Creep
0.449,0.775,7,-12.029,1,0.0405,0.162,0.149,0.248,0.313,94.907,"instrumental bluegrass, instrumental rock, progressive jazz fusion, shred",Eric Johnson,Cliffs Of Dover
0.732,0.809,8,-4.904,0,0.329,0.318,0.0,0.207,0.671,94.358,"latin hip hop, puerto rican pop, reggaeton, trap latino, urbano latino",Ivy Queen,I Do
0.563,0.626,6,-7.88,0,0.0296,0.431,0.916,0.127,0.469,125.008,"britpop, modern rock, welsh rock",Stereophonics,Take Me
0.283,0.91,6,-5.301,1,0.0431,0.506,0.0,0.108,0.331,100.928,"britpop, glam rock",Suede,Animal Nitrate
0.482,0.721,0,-6.839,1,0.0321,0.731,0.0,0.189,0.557,95.263,"classic rock, country rock, folk, folk rock, rock, roots rock, singer-songwriter",Bob Dylan,Like a Rolling Stone
0.366,0.848,11,-10.575,0,0.157,0.000506,0.476,0.12,0.162,92.172,"hard rock, metal, old school thrash, rock, thrash metal",Metallica,Damage Inc
0.877,0.854,1,-4.523,1,0.147,0.0544,5.5e-05,0.144,0.54,114.472,"r&b, soul",Michael Jackson,The Way You Make Me Feel
0.656,0.704,9,-13.183,1,0.0292,0.131,0.206,0.0591,0.715,104.608,new wave pop,Deborah Harry,Brite Side
0.593,0.517,4,-10.165,1,0.0281,0.76,0.0,0.291,0.786,105.454,"album rock, beatlesque, classic rock, cosmic american, country rock, folk, folk rock, mellow gold, psychedelic rock, rock, soft rock",The Byrds,Time Between
0.39,0.914,2,-4.143,1,0.0759,0.0574,5.18e-05,0.108,0.344,104.259,"alternative metal, comedy rock, comic, comic metal, parody",Tenacious D,Wonderboy
0.85,0.957,4,-3.991,1,0.113,0.393,0.00292,0.0764,0.609,123.589,"r&b, soul",Michael Jackson,Leave Me Alone
0.784,0.916,7,-3.669,0,0.0477,0.025,0.0,0.162,0.718,125.959,"dance pop, europop, girl group, talent show",Sugababes,Wear My Kiss
0.531,0.381,4,-14.915,1,0.036,0.751,0.000971,0.157,0.451,162.372,"album rock, art rock, classic rock, hard rock, mellow gold, new romantic, progressive rock, rock, soft rock, symphonic rock",Genesis,Duchess
0.543,0.682,7,-7.091,1,0.0289,0.0496,8.42e-05,0.104,0.292,95.421,"lilith, new wave pop, permanent wave, pop rock, singer-songwriter",Sheryl Crow,If It Makes You Happy
0.853,0.981,8,-3.947,1,0.0751,0.247,0.468,0.306,0.595,118.193,"r&b, soul",Michael Jackson,Smooth Criminal
0.544,0.407,0,-13.726,0,0.0301,0.0195,0.702,0.553,0.163,111.994,"progressive metal, progressive rock",Porcupine Tree,Way Out of Here
0.748,0.939,0,-4.288,0,0.0341,0.0534,0.0,0.32,0.96,104.001,"dance pop, pop",Britney Spears,Crazy
0.339,0.65,1,-4.624,1,0.0888,0.0299,0.0,0.646,0.317,173.04,"barbadian pop, pop, urban contemporary",Rihanna,Rockstar 101
0.736,0.798,0,-6.174,1,0.127,0.0579,0.0681,0.161,0.464,113.996,"afrofuturism, alternative r&b, r&b, urban contemporary",Solange,Losing You
0.647,0.478,8,-8.837,1,0.0782,0.547,2.69e-05,0.156,0.333,135.877,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary",Usher,Climax
0.594,0.841,1,-5.792,1,0.102,0.000238,2.22e-06,0.156,0.643,129.925,"r&b, rap",Chris Brown,Turn Up the Music
0.436,0.876,10,-4.902,0,0.0647,3.33e-05,0.000104,0.205,0.512,157.044,"grunge, permanent wave, rock",Nirvana,In Bloom
0.833,0.918,2,-4.401,0,0.0327,0.0646,2.49e-05,0.147,0.967,128.023,"cha-cha-cha, cuban rumba, mambo, musica tradicional cubana, salsa",Celia Cruz,Rie Y Llora
0.571,0.557,7,-15.439,1,0.211,0.138,0.000203,0.381,0.747,107.953,"album rock, classic rock, country rock, folk, folk rock, mellow gold, rock, soft rock","Crosby, Stills & Nash",Marrakesh Express
0.555,0.71,4,-6.989,1,0.0327,0.0831,0.000113,0.093,0.475,84.808,"acoustic blues, cosmic american, garage rock, native american traditional, surf music, traditional blues",Link Wray,Rumble
0.448,0.838,4,-5.257,0,0.0557,0.21,0.000131,0.131,0.254,139.863,pop,,Gold
0.834,0.669,6,-5.582,0,0.0637,0.0341,7.18e-05,0.0535,0.547,122.669,"barbadian pop, pop, urban contemporary",Rihanna,Don't Stop the Music
0.678,0.942,7,-2.597,1,0.0546,0.000845,3.43e-06,0.0422,0.726,155.017,"barbadian pop, chutney, soca",Rupee,Jump
0.416,0.84,0,-4.298,1,0.0787,0.0139,0.0,0.113,0.523,177.942,"dance pop, pop",Jason Derulo,Fight for You
0.609,0.611,0,-9.208,1,0.0298,0.513,0.0,0.093,0.916,121.836,"album rock, art rock, beatlesque, classic rock, glam rock, mellow gold, rock, soft rock, symphonic rock",Electric Light Orchestra,Sweet Talkin' Woman
0.468,0.569,6,-7.134,0,0.0399,0.00549,0.0042,0.245,0.289,173.982,"alternative metal, progressive metal",Karnivool,New Day
0.402,0.892,9,-7.373,1,0.0302,0.0509,0.0,0.345,0.951,134.927,"album rock, beatlesque, classic rock, cosmic american, country rock, folk, folk rock, mellow gold, psychedelic rock, rock, soft rock",The Byrds,I'll Feel A Whole Lot Better
0.642,0.899,9,-6.92,0,0.0381,0.00171,0.135,0.326,0.726,125.115,"german metal, industrial, industrial metal, industrial rock, neue deutsche harte",Rammstein,Du Hast
0.493,0.59,0,-5.814,0,0.0392,0.339,0.0,0.121,0.502,169.908,british soul,Duffy,Warwick Avenue
0.336,0.318,0,-11.412,1,0.0263,0.317,0.0716,0.111,0.24,79.66,"album rock, classic rock, hard rock, rock",Led Zeppelin,The Rain Song
0.363,0.355,2,-13.968,0,0.036,0.0952,0.559,0.0949,0.437,178.911,"instrumental soul, jazz funk",David Axelrod,Holy Thursday
0.539,0.768,11,-3.841,1,0.0303,0.0102,3.12e-05,0.108,0.354,87.055,"dance pop, pop, urban contemporary",Mariah Carey,Almost Home
0.693,0.875,7,-8.354,0,0.0315,0.00986,0.0,0.0601,0.899,120.048,"alternative rock, britpop, madchester, permanent wave, rock",Blur,Girls & Boys
0.628,0.409,2,-14.348,1,0.0306,0.498,0.00565,0.29,0.755,93.005,"r&b, soul",Michael Jackson,Human Nature
0.418,0.441,11,-11.522,0,0.283,0.029,0.0707,0.306,0.172,175.928,"pop, r&b",Beyonce,Partition
0.775,0.825,7,-5.402,1,0.0464,0.0506,1.03e-06,0.111,0.95,139.091,"hip pop, pop",Meghan Trainor,Lips Are Movin
0.488,0.914,4,-7.178,1,0.0473,0.0838,0.0134,0.063,0.692,160.083,"hardcore punk, melodic hardcore, power-pop punk, punk, ska punk, skate punk",All,Shreen
0.769,0.685,1,-5.019,1,0.041,0.0105,0.000124,0.0887,0.836,127.977,"barbadian pop, pop, urban contemporary",Rihanna,S&M
0.318,0.878,4,-3.542,1,0.0584,0.0222,0.000596,0.156,0.351,124.435,"candy pop, new wave pop, permanent wave, power pop, rock, synthpop",Blondie,Union City Blue
0.707,0.437,4,-14.63,0,0.0447,0.2,0.838,0.0337,0.715,151.481,smooth jazz,,Treasure
0.495,0.456,8,-9.09,1,0.0329,0.879,0.000334,0.145,0.202,81.043,neo soul,Van Hunt,Moving Targets
0.317,0.381,3,-6.736,1,0.0357,0.956,5.2e-05,0.286,0.309,103.138,"chanson, torch song, vintage schlager",Edith Piaf,Hymne a l'amour
0.618,0.748,0,-8.905,1,0.358,0.0384,4.1e-06,0.0473,0.663,134.114,"album rock, classic rock, permanent wave, rock",The Police,Roxanne
0.747,0.706,4,-4.653,1,0.0413,0.0844,0.00355,0.174,0.567,94.019,"candy pop, dance pop, europop, girl group",Atomic Kitten,Whole Again
0.604,0.457,2,-9.264,1,0.049,0.19,0.0,0.123,0.694,112.18,"british blues, british invasion, protopunk",Them,It's All Over Now Baby Blue
0.519,0.85,9,-6.777,1,0.0677,0.0457,0.0,0.232,0.75,123.422,"british invasion, classic rock, merseybeat, psychedelic rock, rock",The Beatles,Ticket to Ride
0.408,0.71,9,-10.707,1,0.0715,0.0961,3.54e-05,0.0885,0.0916,129.739,"alternative metal, hard rock, industrial, industrial metal, industrial rock, nu metal, post-grunge, rock",Marilyn Manson,Man That You Fear
0.51,0.726,1,-7.0,1,0.0337,0.265,0.0,0.0911,0.489,146.553,"latin pop, mexican pop, puerto rican pop",Ricky Martin,Private Emotion
0.298,0.97,1,-6.76,1,0.168,0.00102,0.0848,0.299,0.156,175.795,"alternative metal, djent, groove metal, metal, nu metal, progressive groove metal, swedish metal, technical groove metal, technical thrash",Meshuggah,Future Breed Machine
0.24,0.988,9,-6.468,1,0.218,8.28e-05,0.0676,0.984,0.0601,150.949,"hard rock, metal, old school thrash, rock, thrash metal",Metallica,Seek and Destroy
0.69,0.77,6,-5.692,1,0.0766,0.0124,0.0,0.152,0.727,122.075,"dance pop, europop, girl group, talent show",Sugababes,Get Sexy
0.479,0.871,0,-3.367,1,0.0421,0.151,0.000787,0.364,0.79,114.179,"candy pop, new wave pop, permanent wave, power pop, rock, synthpop",Blondie,The Hardest Part
0.671,0.882,8,-6.149,0,0.0552,0.00181,0.667,0.285,0.787,136.955,eurodance,Alice Deejay,Better Off Alone
0.577,0.939,4,-5.282,0,0.119,0.000217,0.00338,0.565,0.302,130.122,"alternative metal, hard rock, industrial, industrial metal, industrial rock, nu metal, post-grunge, rock",Marilyn Manson,Personal Jesus
0.283,0.701,4,-7.595,0,0.135,0.66,1.67e-06,0.111,0.564,165.752,"dance pop, electropop, neo mellow",Lily Allen,Littlest Things
0.604,0.755,0,-10.761,1,0.0337,0.000298,0.817,0.0625,0.387,137.064,"dream trance, eurodance, trance",Robert Miles,Children
0.556,0.494,2,-7.023,1,0.0729,0.713,0.0,0.383,0.599,104.068,,Nizlopi,JCB
0.227,0.995,10,-4.361,0,0.173,0.000405,0.393,0.127,0.0363,87.499,"alternative metal, death metal, groove metal, hard rock, metal, old school thrash, rock, speed metal, thrash metal",Slayer,Raining Blood
0.315,0.895,2,-4.519,1,0.093,0.00209,1.34e-05,0.0596,0.433,79.628,"album rock, glam metal, hard rock, metal, progressive metal, us power metal",Queensryche,Empire
0.548,0.954,9,-4.008,1,0.0806,5.49e-05,0.000137,0.245,0.488,130.086,"alternative metal, hard rock, industrial, industrial metal, industrial rock, nu metal, post-grunge, rock",Marilyn Manson,mOBSCENE
0.787,0.899,7,-7.896,1,0.0562,0.178,0.0,0.358,0.536,101.098,"dance pop, pop",Whitney Houston,My Name Is Not Susan
0.583,0.778,5,-6.185,0,0.0303,4.78e-05,0.00148,0.0729,0.424,143.354,"lilith, new wave pop, permanent wave, pop rock, swedish pop",Cardigans,My Favourite Game
0.544,0.86,0,-6.151,0,0.0489,0.206,0.00108,0.213,0.284,127.129,"dance rock, new romantic, new wave, new wave pop, permanent wave, synthpop",Pet Shop Boys,It's A Sin
0.523,0.991,10,-4.718,0,0.0985,0.00292,1.4e-05,0.13,0.167,111.086,"horror punk, new jersey hardcore, new jersey punk, punk",Misfits,Dig Up Her Bones
0.401,0.489,5,-9.919,1,0.0328,0.671,0.0,0.887,0.303,81.403,"dance pop, pop, urban contemporary",Mariah Carey & Trey Lorenz,I'll Be There
0.792,0.856,11,-5.236,0,0.067,0.0159,2.88e-06,0.0981,0.714,127.988,"dance pop, pop, urban contemporary",Jennifer Lopez,Dance Again
0.662,0.637,11,-8.689,1,0.0432,0.0273,0.0,0.0668,0.196,129.991,talent show,Melanie Amaro,Don't Fail Me Now
0.523,0.828,1,-4.696,1,0.0762,0.0136,0.000255,0.165,0.476,96.952,"candy pop, dance pop, lilith, neo mellow, pop rock",Michelle Branch,Everywhere
0.247,0.868,0,-4.902,1,0.0762,8.19e-05,0.663,0.594,0.261,97.527,"alternative metal, metal, progressive death metal, progressive metal, swedish metal, swedish progressive metal",Opeth,Bleak
0.731,0.748,7,-5.759,1,0.0966,0.0201,0.0,0.0732,0.745,122.947,"dance pop, post-teen pop, talent show",Cheryl Cole,Fight for This Love
0.584,0.889,1,-5.941,0,0.0343,0.0462,0.828,0.309,0.464,126.04,"dance pop, edm, pop, pop dance",Avicii,Levels
0.587,0.663,8,-7.439,1,0.0598,0.0348,9.95e-05,0.0971,0.539,139.993,pop,Taylor Swift,Wildest Dreams
0.621,0.923,2,-3.124,0,0.0321,0.00645,7.28e-05,0.108,0.716,127.973,"swedish electropop, swedish idol pop, swedish pop",Agnes,Release Me
0.379,0.76,9,-10.961,1,0.0378,0.00298,0.0296,0.104,0.491,99.436,"album rock, classic rock, hard rock, rock",Aerosmith,Sweet Emotion
0.627,0.906,2,-4.086,1,0.0901,0.000181,0.000239,0.101,0.214,124.99,"alternative metal, hard rock, industrial, industrial metal, industrial rock, nu metal, post-grunge, rock",Marilyn Manson,The Mephistopheles Of Los Angeles
0.686,0.789,8,-4.713,0,0.23,0.0125,0.0147,0.142,0.72,172.976,"dance pop, pop",Christina Aguilera,Candyman
0.17,0.81,2,-9.339,1,0.0521,0.27,0.0445,0.104,0.547,193.791,"horror punk, new jersey hardcore, new jersey punk, punk",Misfits,Hybrid Moments
0.638,0.947,9,-2.811,1,0.054,0.0103,0.0727,0.386,0.7,124.162,"alternative metal, alternative rock, grunge, hard rock, nu metal, permanent wave, post-grunge, rock, supergroup",Audioslave,Original Fire
0.668,0.824,5,-4.164,0,0.137,0.0017,3.05e-06,0.0426,0.185,163.961,"detroit hip hop, hip hop, rap",Eminem,Sing for the Moment
0.693,0.674,7,-8.107,1,0.312,0.00157,2.69e-05,0.0946,0.249,136.265,"alternative rock, art pop, experimental, experimental pop, experimental rock, indietronica, neo-psychedelic, no wave, noise pop",Stereolab,Motoroller Scalatron
0.72,0.586,11,-6.001,1,0.035,0.215,2.23e-05,0.0919,0.908,176.137,neo mellow,Jack Johnson,Good people
0.787,0.86,1,-4.974,1,0.0344,0.364,0.041,0.0612,0.862,109.154,"dance pop, r&b, urban contemporary",Janet Jackson,Runaway
0.895,0.876,1,-5.073,0,0.0394,0.436,0.0,0.0557,0.927,109.724,"funk, neo soul, soul",Raphael Saadiq,100 Yard Dash
0.641,0.497,7,-12.228,0,0.029,0.254,2.15e-06,0.158,0.743,102.274,"album rock, classic rock, mellow gold, new wave pop, singer-songwriter, soft rock, yacht rock",Kenny Loggins,This Is It
0.752,0.97,2,-4.588,1,0.0537,0.362,1.31e-05,0.116,0.794,97.001,"latin hip hop, rap latina, reggaeton, trap latino, urbano latino",Ivy Queen,Rebulera
0.541,0.854,5,-7.066,0,0.0426,0.00109,0.000199,0.781,0.381,90.066,"alternative metal, hard rock, industrial, industrial metal, industrial rock, nu metal, post-grunge, rock",Marilyn Manson,Tourniquet
0.77,0.668,1,-6.942,0,0.0399,0.151,0.0,0.0838,0.94,99.16,"new wave pop, soft rock",Gloria Estefan,Mi Tierra
0.704,0.558,2,-7.273,0,0.0542,0.148,0.0,0.107,0.245,110.444,"dance pop, pop",Bruno Mars,Grenade
0.714,0.852,9,-2.76,0,0.274,0.0154,0.0,0.135,0.565,133.989,"k-pop, k-pop girl group",Girls' Generation,Catch Me If You Can
0.802,0.468,1,-8.629,1,0.0378,0.248,0.000601,0.32,0.586,129.937,"r&b, soul",Michael Jackson,Stranger in Moscow
0.674,0.882,3,-2.771,0,0.0477,0.000441,6.62e-05,0.068,0.682,123.017,"alternative dance, electropop, indietronica, neo-synthpop",La Roux,Bulletproof
0.746,0.92,8,-3.679,1,0.101,0.175,0.0,0.198,0.707,133.921,,Plan B,ill Manors
0.19,0.265,9,-9.206,1,0.0356,0.863,0.0,0.134,0.101,79.012,alternative metal,Evanescence,My Immortal
0.706,0.524,4,-12.357,1,0.0681,0.00562,2.13e-05,0.0297,0.894,121.979,"dance pop, pop",Cher,Take Me Home
0.754,0.437,10,-15.303,1,0.0292,0.501,1.75e-06,0.0651,0.929,101.379,sophisti-pop,Breathe,Say Hello
0.398,0.782,7,-7.944,1,0.0322,0.0224,0.0684,0.0912,0.806,144.965,"alternative rock, art punk, experimental rock, no wave, noise pop, post-punk, protopunk, punk, singer-songwriter",Television,See No Evil
0.959,0.376,1,-4.413,1,0.0656,0.00124,0.0,0.0903,0.359,109.046,"art pop, dance pop, pop",Lady Gaga,Christmas Tree
0.717,0.635,2,-5.194,0,0.0298,0.0357,7.79e-06,0.0886,0.699,92.987,"cantautor, latin arena pop, latin pop",Ricardo Arjona,Te Quiero
0.717,0.544,7,-6.598,1,0.0371,0.445,5.16e-06,0.0973,0.641,139.959,"dance pop, pop",Bruno Mars,Gorilla
0.481,0.247,0,-8.4,1,0.0322,0.852,0.0,0.101,0.196,95.762,talent show,,Take My Breath Away
0.192,0.963,4,-9.316,0,0.0915,2.94e-05,0.703,0.358,0.401,161.436,"classic texas country, psychobilly",The Reverend Horton Heat,Psychobilly Freakout
0.753,0.931,2,-4.922,1,0.0653,0.00994,0.00696,0.234,0.767,113.026,"dance pop, pop",Madonna,4 Minutes
0.682,0.894,0,-1.73,0,0.0727,0.0381,0.0,0.416,0.845,95.992,"dance pop, pop",Britney Spears,Overprotected
0.454,0.26,8,-13.193,0,0.0401,0.539,0.00078,0.0675,0.598,174.322,"bebop, jazz, jazz quartet",Dave Brubeck Quartet,Take Five
0.384,0.99,7,-3.826,1,0.0601,0.00474,0.036,0.363,0.663,193.93,"alternative dance, big beat, breakbeat, electronica, rave, trip hop",The Chemical Brothers,The Boxer
0.78,0.366,4,-15.95,0,0.0562,0.669,0.497,0.0727,0.0613,116.025,"downtempo, dream pop, indietronica",The xx,Swept Away
0.234,0.422,7,-10.561,1,0.0336,0.762,0.941,0.0848,0.0333,50.024,"british soundtrack, orchestral soundtrack, soundtrack",,Pyramids
0.522,0.782,2,-4.846,1,0.0412,0.216,1.08e-05,0.133,0.169,125.994,"piano rock, pop",OneRepublic,If I Lose Myself
0.663,0.579,10,-6.982,1,0.0269,0.645,0.0,0.189,0.48,89.929,"bolero, latin pop",Luis Miguel,Sabor A Mi
0.633,0.927,2,-4.468,1,0.0839,0.0267,0.0,0.0986,0.88,146.097,"pop rap, seattle hip hop",Macklemore,Can't Hold Us
0.621,0.834,10,-10.068,0,0.0557,0.000779,0.456,0.0611,0.937,143.973,"alternative metal, hard rock, industrial, industrial metal, industrial rock, nu metal, post-grunge, rock",Marilyn Manson,The Beautiful People
0.539,0.24,3,-16.632,0,0.0426,0.687,5.12e-05,0.133,0.567,80.816,soul,James Brown,It's a Man's Man's Man's World
0.599,0.818,10,-3.652,0,0.0394,0.0095,0.00571,0.297,0.366,128.159,"alternative dance, electropop, indietronica, neo-synthpop, shimmer pop, swedish electropop, swedish indie pop, swedish synthpop",Miike Snow,Paddling Out
0.904,0.944,4,-2.626,1,0.138,0.0339,0.00592,0.075,0.931,131.599,"alternative dance, dance-punk, electroclash, escape room, neo-synthpop, new rave",Peaches,Fuck the Pain Away
0.369,0.961,11,-4.593,0,0.0477,5.64e-06,0.701,0.133,0.163,174.018,"australian dance, dancefloor dnb, drum and bass",Pendulum,Showdown
0.522,0.835,0,-5.536,1,0.0348,0.013,0.0,0.218,0.215,139.994,"dance pop, metropopolis, pop, swedish electropop, swedish pop, swedish synthpop",Tove Lo,Timebomb
0.192,0.983,7,-2.85,1,0.097,0.00601,0.0,0.397,0.339,136.36,"crossover thrash, hardcore punk, horror punk, punk",T.S.O.L.,Code Blue
0.692,0.736,1,-5.109,1,0.11,0.0324,0.0,0.0787,0.217,73.987,"r&b, rap",Chris Brown,Deuces
0.634,0.716,2,-6.502,1,0.128,0.0341,0.0,0.0877,0.619,91.039,"r&b, rap",Chris Brown,She Ain't You
0.603,0.756,10,-6.48,0,0.0344,0.0085,0.0479,0.0824,0.184,99.107,"dance rock, new romantic, new wave, permanent wave, rock, synthpop",Depeche Mode,It's No Good
0.549,0.955,8,-3.145,1,0.27,0.148,3.21e-05,0.441,0.669,169.886,"candy pop, dark pop, electropop",Natalia Kills,Problem
0.69,0.904,8,-3.83,1,0.0365,0.00208,0.0,0.0793,0.525,134.962,"k-pop, k-pop boy group",Beast,Shock
0.469,0.985,1,-3.78,0,0.0969,0.000136,0.00026,0.212,0.0368,130.058,"alternative metal, hard rock, industrial, industrial metal, industrial rock, nu metal, post-grunge, rock",Marilyn Manson,The Fight Song
0.608,0.86,5,-5.324,0,0.0554,0.0991,0.0,0.262,0.437,127.075,"dance pop, miami hip hop, pop, pop rap",Flo Rida,Wild Ones
0.487,0.212,11,-11.863,1,0.0392,0.804,0.0,0.0805,0.261,118.694,"cantautor, latin alternative, nueva cancion, trova",Silvio Rodríguez,Fusil contra fusil
0.521,0.781,2,-4.942,1,0.0349,0.00424,0.0104,0.106,0.641,126.254,"britpop, welsh indie, welsh rock",Super Furry Animals,Golden Retriever
0.675,0.781,4,-5.404,0,0.0306,0.0801,0.0143,0.422,0.534,122.989,"australian dance, australian electropop, dance rock, indietronica, neo-synthpop",Empire of the Sun,We Are the People
0.583,0.584,5,-5.362,0,0.0314,0.254,0.0,0.123,0.136,140.039,"dance pop, pop, talent show",Kelly Clarkson,Because Of You
0.464,0.954,4,-4.536,1,0.083,0.000528,3.18e-05,0.313,0.758,155.899,"boy band, pop",Jonas Brothers,Tonight
0.774,0.721,6,-6.662,0,0.0773,0.0126,6.49e-06,0.0952,0.654,118.048,"alternative dance, electropop, indietronica, neo-synthpop, shimmer pop, swedish electropop, swedish indie pop, swedish synthpop",Miike Snow,Animal
0.774,0.85,0,-4.436,1,0.0326,0.0837,0.0,0.193,0.53,127.031,australian pop,Guy Sebastian,Who's That Girl
0.328,0.553,6,-6.252,1,0.0267,0.156,0.412,0.0985,0.322,159.959,"alternative metal, metal, progressive death metal, progressive metal, swedish metal, swedish progressive metal",Opeth,Windowpane
0.569,0.843,9,-5.875,1,0.0503,0.000189,0.0,0.0607,0.76,116.045,"alternative metal, canadian pop punk, canadian punk, modern rock, pop punk, post-grunge, punk, rock",Sum 41,In Too Deep
0.6,0.86,5,-9.598,0,0.0277,0.00719,0.727,0.204,0.881,122.155,new wave pop,Debbie Harry,In Love With Love
0.543,0.927,1,-3.601,1,0.119,0.168,0.0,0.0877,0.482,135.435,"conscious hip hop, east coast hip hop, queens hip hop",Pharoahe Monch,Damage
0.509,0.91,11,-6.531,0,0.038,8.78e-06,0.102,0.404,0.358,101.174,"alternative metal, hard rock, industrial, industrial metal, industrial rock, nu metal, post-grunge, rock",Marilyn Manson,Rock Is Dead
0.678,0.603,2,-13.38,0,0.0301,0.101,9.36e-05,0.228,0.913,121.358,new wave pop,Deborah Harry,Sweet And Low
0.578,0.605,0,-6.562,1,0.0353,0.0224,0.0,0.166,0.468,103.059,post-teen pop,Jennette McCurdy,Generation Love
0.631,0.913,0,-6.076,0,0.133,0.491,0.0,0.379,0.684,102.011,europop,Geri Halliwell,Mi Chico Latino
0.723,0.596,9,-13.436,1,0.0308,0.0187,0.00513,0.16,0.962,128.068,"album rock, classic rock, rock, soft rock, yacht rock",Fleetwood Mac,Say You Love Me
0.551,0.822,9,-5.857,0,0.0559,0.576,0.000176,0.135,0.412,100.005,"dance pop, pop",Britney Spears,Touch of My Hand
0.653,0.848,5,-5.936,1,0.0583,0.00516,4.24e-06,0.0798,0.724,122.017,pop,Taylor Swift,New Romantics
0.379,0.276,0,-9.951,1,0.0318,0.577,0.0,0.0842,0.231,123.792,christian music,Amy Grant,El Shaddai
0.332,0.623,9,-12.363,1,0.08,0.222,0.000895,0.278,0.413,183.097,"album rock, alternative metal, birmingham metal, classic rock, hard rock, metal, rock, stoner rock, uk doom metal",Black Sabbath,War Pigs
0.725,0.801,5,-10.059,1,0.0302,0.0722,0.0339,0.339,0.925,148.211,"album rock, classic rock, mellow gold, rock",Dire Straits,Sultans of Swing
0.424,0.588,9,-5.455,1,0.0278,0.0553,4.95e-06,0.298,0.193,144.636,"permanent wave, pop",Coldplay,In My Place
0.703,0.997,9,-7.666,0,0.0399,0.0726,0.0235,0.123,0.391,132.872,"eurodance, europop, german techno, hip house",Culture Beat,Mr Vain
0.549,0.651,0,-7.097,1,0.0323,0.583,0.0,0.121,0.368,122.818,"album rock, art rock, beatlesque, classic rock, glam rock, mellow gold, rock, soft rock, symphonic rock",Electric Light Orchestra,Livin' Thing
